"place","sex","age","health","occupational_group","count"
"SHETLAND ISLANDS","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"SOUTH AYRSHIRE","Male","16 to 24","Good Health","Lower supervisory and technical occupations",546
"SOUTH AYRSHIRE","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",73
"SOUTH AYRSHIRE","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",10
"SOUTH AYRSHIRE","Male","25 to 34","Good Health","Lower supervisory and technical occupations",915
"SOUTH AYRSHIRE","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",128
"SOUTH AYRSHIRE","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",35
"SOUTH AYRSHIRE","Male","35 to 49","Good Health","Lower supervisory and technical occupations",1408
"SOUTH AYRSHIRE","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",355
"SOUTH AYRSHIRE","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",98
"SOUTH AYRSHIRE","Male","50 to 54","Good Health","Lower supervisory and technical occupations",358
"SOUTH AYRSHIRE","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",123
"SOUTH AYRSHIRE","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",50
"SOUTH AYRSHIRE","Male","55 to 59","Good Health","Lower supervisory and technical occupations",240
"SOUTH AYRSHIRE","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",116
"SOUTH AYRSHIRE","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",58
"SOUTH AYRSHIRE","Male","60 to 64","Good Health","Lower supervisory and technical occupations",170
"SOUTH AYRSHIRE","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",103
"SOUTH AYRSHIRE","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",51
"SOUTH AYRSHIRE","Male","65 to 74","Good Health","Lower supervisory and technical occupations",12
"SOUTH AYRSHIRE","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",11
"SOUTH AYRSHIRE","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"SOUTH AYRSHIRE","Female","16 to 24","Good Health","Lower supervisory and technical occupations",116
"SOUTH AYRSHIRE","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",32
"SOUTH AYRSHIRE","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",4
"SOUTH AYRSHIRE","Female","25 to 34","Good Health","Lower supervisory and technical occupations",251
"SOUTH AYRSHIRE","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",76
"SOUTH AYRSHIRE","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",15
"SOUTH AYRSHIRE","Female","35 to 49","Good Health","Lower supervisory and technical occupations",400
"SOUTH AYRSHIRE","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",138
"SOUTH AYRSHIRE","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",43
"SOUTH AYRSHIRE","Female","50 to 54","Good Health","Lower supervisory and technical occupations",101
"SOUTH AYRSHIRE","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",46
"SOUTH AYRSHIRE","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",14
"SOUTH AYRSHIRE","Female","55 to 59","Good Health","Lower supervisory and technical occupations",67
"SOUTH AYRSHIRE","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",36
"SOUTH AYRSHIRE","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",16
"SOUTH AYRSHIRE","Female","60 to 64","Good Health","Lower supervisory and technical occupations",48
"SOUTH AYRSHIRE","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",31
"SOUTH AYRSHIRE","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",16
"SOUTH AYRSHIRE","Female","65 to 74","Good Health","Lower supervisory and technical occupations",0
"SOUTH AYRSHIRE","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",2
"SOUTH AYRSHIRE","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",2
"SOUTH LANARKSHIRE","Male","16 to 24","Good Health","Lower supervisory and technical occupations",1602
"SOUTH LANARKSHIRE","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",164
"SOUTH LANARKSHIRE","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",30
"SOUTH LANARKSHIRE","Male","25 to 34","Good Health","Lower supervisory and technical occupations",2337
"SOUTH LANARKSHIRE","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",424
"SOUTH LANARKSHIRE","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",119
"SOUTH LANARKSHIRE","Male","35 to 49","Good Health","Lower supervisory and technical occupations",3328
"SOUTH LANARKSHIRE","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",947
"SOUTH LANARKSHIRE","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",301
"SOUTH LANARKSHIRE","Male","50 to 54","Good Health","Lower supervisory and technical occupations",783
"SOUTH LANARKSHIRE","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",330
"SOUTH LANARKSHIRE","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",140
"SOUTH LANARKSHIRE","Male","55 to 59","Good Health","Lower supervisory and technical occupations",538
"SOUTH LANARKSHIRE","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",275
"SOUTH LANARKSHIRE","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",162
"SOUTH LANARKSHIRE","Male","60 to 64","Good Health","Lower supervisory and technical occupations",312
"SOUTH LANARKSHIRE","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",231
"SOUTH LANARKSHIRE","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",147
"SOUTH LANARKSHIRE","Male","65 to 74","Good Health","Lower supervisory and technical occupations",37
"SOUTH LANARKSHIRE","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",10
"SOUTH LANARKSHIRE","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",2
"SOUTH LANARKSHIRE","Female","16 to 24","Good Health","Lower supervisory and technical occupations",361
"SOUTH LANARKSHIRE","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",85
"SOUTH LANARKSHIRE","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",14
"SOUTH LANARKSHIRE","Female","25 to 34","Good Health","Lower supervisory and technical occupations",672
"SOUTH LANARKSHIRE","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",262
"SOUTH LANARKSHIRE","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",66
"SOUTH LANARKSHIRE","Female","35 to 49","Good Health","Lower supervisory and technical occupations",1048
"SOUTH LANARKSHIRE","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",403
"SOUTH LANARKSHIRE","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",133
"SOUTH LANARKSHIRE","Female","50 to 54","Good Health","Lower supervisory and technical occupations",226
"SOUTH LANARKSHIRE","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",139
"SOUTH LANARKSHIRE","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",76
"SOUTH LANARKSHIRE","Female","55 to 59","Good Health","Lower supervisory and technical occupations",152
"SOUTH LANARKSHIRE","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",109
"SOUTH LANARKSHIRE","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",68
"SOUTH LANARKSHIRE","Female","60 to 64","Good Health","Lower supervisory and technical occupations",123
"SOUTH LANARKSHIRE","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",98
"SOUTH LANARKSHIRE","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",40
"SOUTH LANARKSHIRE","Female","65 to 74","Good Health","Lower supervisory and technical occupations",10
"SOUTH LANARKSHIRE","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",9
"SOUTH LANARKSHIRE","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",6
"STIRLING","Male","16 to 24","Good Health","Lower supervisory and technical occupations",355
"STIRLING","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",52
"STIRLING","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",8
"STIRLING","Male","25 to 34","Good Health","Lower supervisory and technical occupations",626
"STIRLING","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",116
"STIRLING","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",23
"STIRLING","Male","35 to 49","Good Health","Lower supervisory and technical occupations",823
"STIRLING","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",222
"STIRLING","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",58
"STIRLING","Male","50 to 54","Good Health","Lower supervisory and technical occupations",225
"STIRLING","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",82
"STIRLING","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",38
"STIRLING","Male","55 to 59","Good Health","Lower supervisory and technical occupations",123
"STIRLING","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",77
"STIRLING","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",30
"STIRLING","Male","60 to 64","Good Health","Lower supervisory and technical occupations",92
"STIRLING","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",58
"STIRLING","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",32
"STIRLING","Male","65 to 74","Good Health","Lower supervisory and technical occupations",13
"STIRLING","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",2
"STIRLING","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",1
"STIRLING","Female","16 to 24","Good Health","Lower supervisory and technical occupations",113
"STIRLING","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",37
"STIRLING","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",2
"STIRLING","Female","25 to 34","Good Health","Lower supervisory and technical occupations",179
"STIRLING","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",55
"STIRLING","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",5
"STIRLING","Female","35 to 49","Good Health","Lower supervisory and technical occupations",271
"STIRLING","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",93
"STIRLING","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",38
"STIRLING","Female","50 to 54","Good Health","Lower supervisory and technical occupations",66
"STIRLING","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",32
"STIRLING","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",14
"STIRLING","Female","55 to 59","Good Health","Lower supervisory and technical occupations",52
"STIRLING","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",30
"STIRLING","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",16
"STIRLING","Female","60 to 64","Good Health","Lower supervisory and technical occupations",37
"STIRLING","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",22
"STIRLING","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",10
"STIRLING","Female","65 to 74","Good Health","Lower supervisory and technical occupations",6
"STIRLING","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",4
"STIRLING","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",1
"WEST DUNBARTONSHIRE","Male","16 to 24","Good Health","Lower supervisory and technical occupations",523
"WEST DUNBARTONSHIRE","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",75
